,LAT,LOCATION,LON,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED
"(40.6801176, -73.7532369)",40.6801176,116, -73.7532369,38.0,0.0
"(40.6801214, -74.0013412)",40.6801214,2, -74.0013412,0.0,0.0
"(40.6801302, -73.9449098)",40.6801302,1, -73.9449098,1.0,0.0
"(40.6801321, -73.8468687)",40.6801321,12, -73.8468687,1.0,0.0
"(40.6801385, -73.9450721)",40.6801385,1, -73.9450721,0.0,0.0
"(40.6801404, -73.9056581)",40.6801404,3, -73.9056581,0.0,0.0
"(40.6801411, -73.94478)",40.6801411,2, -73.94478,0.0,0.0
"(40.6801424, -73.889405)",40.6801424,7, -73.889405,5.0,0.0
"(40.6801518, -73.9756853)",40.6801518,1, -73.9756853,0.0,0.0
"(40.6801524, -73.9452884)",40.6801524,1, -73.9452884,0.0,0.0
"(40.6801624, -73.893187)",40.6801624,25, -73.893187,14.0,0.0
"(40.6801652, -73.840945)",40.6801652,14, -73.840945,1.0,0.0
"(40.6801661, -73.7331438)",40.6801661,4, -73.7331438,0.0,0.0
"(40.6801678, -73.8765734)",40.6801678,14, -73.8765734,3.0,0.0
"(40.6801697, -73.9315014)",40.6801697,17, -73.9315014,6.0,0.0
"(40.6801703, -73.7484271)",40.6801703,6, -73.7484271,1.0,0.0
"(40.6801728, -73.7625206)",40.6801728,1, -73.7625206,0.0,0.0
"(40.6801857, -73.8458915)",40.6801857,17, -73.8458915,4.0,0.0
"(40.6801863, -73.7936963)",40.6801863,12, -73.7936963,10.0,0.0
"(40.6801883, -73.9679554)",40.6801883,36, -73.9679554,12.0,0.0
"(40.6801897, -73.7694609)",40.6801897,5, -73.7694609,1.0,0.0
"(40.6801934, -73.740268)",40.6801934,4, -73.740268,3.0,0.0
"(40.6801937, -73.7554395)",40.6801937,25, -73.7554395,15.0,0.0
"(40.6801952, -73.955488)",40.6801952,16, -73.955488,3.0,0.0
"(40.6801998, -73.9532815)",40.6801998,15, -73.9532815,3.0,0.0
"(40.6802007, -73.8575694)",40.6802007,5, -73.8575694,0.0,0.0
"(40.6802018, -73.7540982)",40.6802018,9, -73.7540982,0.0,0.0
"(40.6802051, -73.8360921)",40.6802051,1, -73.8360921,0.0,0.0
"(40.6802132, -73.9462762)",40.6802132,69, -73.9462762,20.0,0.0
"(40.6802181, -73.7754962)",40.6802181,19, -73.7754962,2.0,0.0
"(40.6802181, -73.9778846)",40.6802181,17, -73.9778846,5.0,0.0
"(40.680222, -73.8837841)",40.680222,11, -73.8837841,6.0,0.0
"(40.6802223, -73.8712013)",40.6802223,19, -73.8712013,2.0,0.0
"(40.6802268, -73.8212126)",40.6802268,1, -73.8212126,0.0,0.0
"(40.6802296, -73.8887667)",40.6802296,1, -73.8887667,0.0,0.0
"(40.6802331, -74.0143999)",40.6802331,1, -74.0143999,0.0,0.0
"(40.6802359, -73.7508316)",40.6802359,5, -73.7508316,3.0,0.0
"(40.6802367, -73.9642382)",40.6802367,19, -73.9642382,4.0,0.0
"(40.6802409, -73.9112246)",40.6802409,17, -73.9112246,6.0,0.0
"(40.6802409, -73.9467485)",40.6802409,70, -73.9467485,11.0,0.0
"(40.6802466, -73.9841399)",40.6802466,18, -73.9841399,2.0,0.0
"(40.6802473, -73.7302988)",40.6802473,5, -73.7302988,0.0,0.0
"(40.6802503, -73.8222184)",40.6802503,17, -73.8222184,3.0,0.0
"(40.6802546, -73.9821209)",40.6802546,1, -73.9821209,0.0,0.0
"(40.6802585, -73.8151987)",40.6802585,8, -73.8151987,4.0,0.0
"(40.6802669, -73.9746902)",40.6802669,65, -73.9746902,13.0,0.0
"(40.6802687, -73.9474695)",40.6802687,2, -73.9474695,0.0,0.0
"(40.6802733, -73.8885251)",40.6802733,11, -73.8885251,17.0,0.0
"(40.6802804, -73.8448746)",40.6802804,8, -73.8448746,0.0,0.0
"(40.6802822, -73.8547029)",40.6802822,8, -73.8547029,2.0,0.0
"(40.6802901, -73.9462653)",40.6802901,1, -73.9462653,0.0,0.0
"(40.6802907, -73.8080563)",40.6802907,2, -73.8080563,0.0,0.0
"(40.6802907, -73.9477291)",40.6802907,22, -73.9477291,5.0,0.0
"(40.6802965, -73.8446402)",40.6802965,82, -73.8446402,25.0,1.0
"(40.6802969, -73.7628122)",40.6802969,25, -73.7628122,7.0,0.0
"(40.6803039, -73.759542)",40.6803039,1, -73.759542,0.0,0.0
"(40.6803068, -73.7920267)",40.6803068,1, -73.7920267,0.0,0.0
"(40.6803073, -73.8571653)",40.6803073,1, -73.8571653,0.0,0.0
"(40.6803114, -73.9778161)",40.6803114,10, -73.9778161,1.0,0.0
"(40.6803125, -73.8684322)",40.6803125,16, -73.8684322,1.0,0.0
"(40.6803133, -73.9433125)",40.6803133,13, -73.9433125,4.0,0.0
"(40.6803149, -73.842019)",40.6803149,34, -73.842019,6.0,0.0
"(40.6803163, -73.9968849)",40.6803163,22, -73.9968849,1.0,0.0
"(40.6803252, -73.8008959)",40.6803252,3, -73.8008959,3.0,0.0
"(40.6803265, -73.8289711)",40.6803265,27, -73.8289711,20.0,0.0
"(40.6803285, -73.968662)",40.6803285,1, -73.968662,0.0,0.0
"(40.6803322, -73.9483384)",40.6803322,1, -73.9483384,0.0,0.0
"(40.6803398, -73.8078651)",40.6803398,3, -73.8078651,1.0,0.0
"(40.6803466, -73.7927765)",40.6803466,5, -73.7927765,0.0,0.0
"(40.6803521, -73.9647898)",40.6803521,9, -73.9647898,1.0,0.0
"(40.680363, -73.7655845)",40.680363,3, -73.7655845,1.0,0.0
"(40.6803704, -73.8424732)",40.6803704,1, -73.8424732,1.0,0.0
"(40.6803713, -73.9166866)",40.6803713,13, -73.9166866,4.0,0.0
"(40.6803732, -73.9865339)",40.6803732,11, -73.9865339,1.0,0.0
"(40.6803794, -73.9563279)",40.6803794,1, -73.9563279,0.0,0.0
"(40.6803888, -73.7903355)",40.6803888,5, -73.7903355,3.0,0.0
"(40.6803904, -73.949557)",40.6803904,133, -73.949557,42.0,0.0
"(40.6803948, -73.9315372)",40.6803948,1, -73.9315372,0.0,0.0
"(40.6804042, -73.8876379)",40.6804042,16, -73.8876379,12.0,0.0
"(40.6804131, -73.9583144)",40.6804131,1, -73.9583144,0.0,0.0
"(40.6804163, -73.84389)",40.6804163,5, -73.84389,0.0,0.0
"(40.6804242, -73.7714719)",40.6804242,2, -73.7714719,0.0,0.0
"(40.6804261, -73.7340009)",40.6804261,6, -73.7340009,1.0,0.0
"(40.6804295, -73.8675414)",40.6804295,19, -73.8675414,1.0,0.0
"(40.6804311, -74.010452)",40.6804311,3, -74.010452,0.0,0.0
"(40.680436, -73.7311778)",40.680436,1, -73.7311778,1.0,0.0
"(40.6804504, -73.9731975)",40.6804504,1, -73.9731975,0.0,0.0
"(40.6804522, -73.9692604)",40.6804522,1, -73.9692604,0.0,0.0
"(40.6804618, -73.8430751)",40.6804618,28, -73.8430751,10.0,0.0
"(40.6804635, -73.9613466)",40.6804635,105, -73.9613466,25.0,0.0
"(40.6804735, -73.9785191)",40.6804735,1, -73.9785191,0.0,0.0
"(40.6804753, -73.7411286)",40.6804753,2, -73.7411286,0.0,0.0
"(40.6804755, -73.8694089)",40.6804755,8, -73.8694089,2.0,0.0
"(40.6804767, -73.9222785)",40.6804767,18, -73.9222785,8.0,0.0
"(40.6804771, -73.792091)",40.6804771,35, -73.792091,21.0,0.0
"(40.6804855, -73.7746985)",40.6804855,46, -73.7746985,17.0,0.0
"(40.6804915, -73.9375617)",40.6804915,1, -73.9375617,0.0,0.0
"(40.6804988, -73.821356)",40.6804988,51, -73.821356,14.0,0.0
"(40.6805055, -73.9285699)",40.6805055,24, -73.9285699,6.0,0.0
"(40.680506, -73.9062813)",40.680506,4, -73.9062813,1.0,0.0
"(40.6805065, -73.8828858)",40.6805065,11, -73.8828858,2.0,0.0
"(40.6805069, -73.8143183)",40.6805069,7, -73.8143183,3.0,0.0
"(40.6805218, -74.0091793)",40.6805218,4, -74.0091793,1.0,0.0
"(40.6805257, -73.7632909)",40.6805257,12, -73.7632909,6.0,0.0
"(40.6805348, -73.9839307)",40.6805348,2, -73.9839307,0.0,0.0
"(40.6805378, -73.8867363)",40.6805378,16, -73.8867363,10.0,0.0
"(40.6805418, -73.8071686)",40.6805418,11, -73.8071686,1.0,0.0
"(40.6805437, -73.8666506)",40.6805437,9, -73.8666506,1.0,0.0
"(40.6805479, -73.9520806)",40.6805479,1, -73.9520806,0.0,0.0
"(40.6805505, -73.7567505)",40.6805505,3, -73.7567505,0.0,0.0
"(40.6805545, -73.9085706)",40.6805545,9, -73.9085706,0.0,0.0
"(40.6805589, -73.9038908)",40.6805589,1, -73.9038908,0.0,0.0
"(40.6805589, -73.9522356)",40.6805589,1, -73.9522356,1.0,0.0
"(40.6805596, -73.9849222)",40.6805596,1, -73.9849222,0.0,0.0
"(40.680564, -73.9345728)",40.680564,13, -73.9345728,5.0,0.0
"(40.6805679, -73.8923283)",40.6805679,14, -73.8923283,8.0,0.0
"(40.6805684, -73.8509923)",40.6805684,18, -73.8509923,9.0,0.0
"(40.6805688, -74.0011213)",40.6805688,7, -74.0011213,1.0,0.0
"(40.6805697, -73.814127)",40.6805697,1, -73.814127,0.0,0.0
"(40.6805735, -73.8000226)",40.6805735,6, -73.8000226,3.0,0.0
"(40.6805742, -74.0064356)",40.6805742,16, -74.0064356,4.0,0.0
"(40.6805802, -73.9767848)",40.6805802,1, -73.9767848,0.0,0.0
"(40.6805821, -73.9891297)",40.6805821,9, -73.9891297,0.0,0.0
"(40.6805886, -73.828051)",40.6805886,7, -73.828051,0.0,0.0
"(40.680589, -73.7828428)",40.680589,3, -73.7828428,3.0,0.0
"(40.6805922, -73.9148296)",40.6805922,1, -73.9148296,1.0,0.0
"(40.6805926, -73.8734395)",40.6805926,8, -73.8734395,0.0,0.0
"(40.6805937, -73.8431469)",40.6805937,34, -73.8431469,6.0,0.0
"(40.6805947, -73.9808878)",40.6805947,39, -73.9808878,3.0,0.0
"(40.6806017, -74.0041606)",40.6806017,1, -74.0041606,0.0,0.0
"(40.6806145, -73.8163767)",40.6806145,2, -73.8163767,1.0,0.0
"(40.6806209, -73.7668815)",40.6806209,1, -73.7668815,0.0,0.0
"(40.6806219, -73.7440917)",40.6806219,1, -73.7440917,0.0,0.0
"(40.6806304, -73.8587871)",40.6806304,10, -73.8587871,0.0,0.0
"(40.6806329, -73.7320495)",40.6806329,2, -73.7320495,0.0,0.0
"(40.6806358, -73.9404748)",40.6806358,13, -73.9404748,1.0,0.0
"(40.6806417, -73.9533713)",40.6806417,88, -73.9533713,33.0,1.0
"(40.6806525, -73.8657491)",40.6806525,26, -73.8657491,7.0,0.0
"(40.6806571, -73.7565194)",40.6806571,1, -73.7565194,0.0,0.0
"(40.680664, -73.9852395)",40.680664,1, -73.9852395,0.0,0.0
"(40.6806649, -73.9026216)",40.6806649,214, -73.9026216,59.0,1.0
"(40.6806676, -73.7499178)",40.6806676,5, -73.7499178,3.0,0.0
"(40.6806693, -73.8363289)",40.6806693,13, -73.8363289,5.0,0.0
"(40.6806741, -73.8858167)",40.6806741,6, -73.8858167,6.0,0.0
"(40.6806751, -73.7348508)",40.6806751,6, -73.7348508,1.0,0.0
"(40.6806767, -73.9140291)",40.6806767,9, -73.9140291,2.0,0.0
"(40.6806841, -73.920544)",40.6806841,1, -73.920544,0.0,0.0
"(40.6806858, -73.9703672)",40.6806858,1, -73.9703672,0.0,0.0
"(40.6807, -73.8446429)",40.6807,221, -73.8446429,53.0,0.0
"(40.6807182, -73.7829289)",40.6807182,1, -73.7829289,0.0,0.0
"(40.6807182, -73.9462866)",40.6807182,16, -73.9462866,2.0,0.0
"(40.6807335, -73.9745025)",40.6807335,55, -73.9745025,11.0,0.0
"(40.6807417, -73.7696248)",40.6807417,4, -73.7696248,1.0,0.0
"(40.6807461, -73.842238)",40.6807461,19, -73.842238,3.0,0.0
"(40.6807495, -73.7894762)",40.6807495,5, -73.7894762,3.0,0.0
"(40.6807509, -73.9792761)",40.6807509,1, -73.9792761,0.0,0.0
"(40.6807517, -73.7419928)",40.6807517,5, -73.7419928,3.0,0.0
"(40.6807552, -73.8134415)",40.6807552,16, -73.8134415,11.0,0.0
"(40.6807554, -73.8204432)",40.6807554,11, -73.8204432,6.0,0.0
"(40.6807569, -73.784562)",40.6807569,2, -73.784562,0.0,0.0
"(40.6807632, -73.8530145)",40.6807632,7, -73.8530145,8.0,0.0
"(40.6807671, -73.9067208)",40.6807671,13, -73.9067208,7.0,0.0
"(40.6807774, -73.9744737)",40.6807774,1, -73.9744737,0.0,0.0
"(40.6807878, -73.919574)",40.6807878,8, -73.919574,1.0,0.0
"(40.6807883, -73.8819984)",40.6807883,8, -73.8819984,4.0,0.0
"(40.6807901, -73.806299)",40.6807901,14, -73.806299,4.0,0.0
"(40.6807909, -73.9917292)",40.6807909,25, -73.9917292,2.0,0.0
"(40.6807912, -74.0010167)",40.6807912,2, -74.0010167,0.0,0.0
"(40.6807974, -73.9583971)",40.6807974,29, -73.9583971,7.0,0.0
"(40.6808069, -73.7638884)",40.6808069,14, -73.7638884,3.0,0.0
"(40.6808072, -73.8202339)",40.6808072,1, -73.8202339,0.0,0.0
"(40.6808089, -73.8501481)",40.6808089,19, -73.8501481,4.0,0.0
"(40.6808104, -73.8848935)",40.6808104,10, -73.8848935,3.0,0.0
"(40.6808106, -73.8451979)",40.6808106,25, -73.8451979,5.0,0.0
"(40.6808247, -73.8748776)",40.6808247,9, -73.8748776,2.0,0.0
"(40.6808288, -73.8271851)",40.6808288,9, -73.8271851,6.0,0.0
"(40.6808325, -73.732914)",40.6808325,6, -73.732914,3.0,0.0
"(40.6808467, -73.9256239)",40.6808467,11, -73.9256239,9.0,0.0
"(40.6808507, -73.971117)",40.6808507,23, -73.971117,8.0,0.0
"(40.6808518, -73.7990628)",40.6808518,3, -73.7990628,0.0,0.0
"(40.6808521, -73.9774553)",40.6808521,33, -73.9774553,11.0,0.0
"(40.6808546, -73.8937339)",40.6808546,14, -73.8937339,7.0,0.0
"(40.6808571, -73.9385457)",40.6808571,6, -73.9385457,0.0,0.0
"(40.680859, -73.9544023)",40.680859,26, -73.9544023,1.0,0.0
"(40.6808598, -73.8646778)",40.6808598,10, -73.8646778,5.0,0.0
"(40.6808685, -73.7526825)",40.6808685,5, -73.7526825,1.0,0.0
"(40.6808708, -73.9751443)",40.6808708,74, -73.9751443,25.0,0.0
"(40.6808708, -73.9988751)",40.6808708,23, -73.9988751,7.0,0.0
"(40.6808718, -73.8886683)",40.6808718,1, -73.8886683,0.0,0.0
"(40.6808786, -73.7640251)",40.6808786,1, -73.7640251,0.0,0.0
"(40.6808789, -74.0054694)",40.6808789,25, -74.0054694,8.0,0.0
"(40.6808791, -73.8579068)",40.6808791,12, -73.8579068,7.0,0.0
"(40.6808806, -73.9837107)",40.6808806,35, -73.9837107,2.0,0.0
"(40.6808814, -73.7640576)",40.6808814,5, -73.7640576,6.0,0.0
"(40.6808814, -73.9632932)",40.6808814,26, -73.9632932,5.0,0.0
"(40.6808922, -73.8713658)",40.6808922,13, -73.8713658,2.0,0.0
"(40.6808922, -73.9122225)",40.6808922,1, -73.9122225,0.0,0.0
"(40.6808988, -73.9511718)",40.6808988,9, -73.9511718,3.0,0.0
"(40.6809026, -73.9316485)",40.6809026,10, -73.9316485,1.0,0.0
"(40.6809077, -73.9817169)",40.6809077,1, -73.9817169,0.0,0.0
"(40.6809151, -73.8413362)",40.6809151,13, -73.8413362,2.0,0.0
"(40.6809193, -73.7789983)",40.6809193,1, -73.7789983,1.0,0.0
"(40.6809233, -73.8354305)",40.6809233,13, -73.8354305,1.0,0.0
"(40.6809249, -73.8550152)",40.6809249,7, -73.8550152,4.0,0.0
"(40.6809335, -73.7398433)",40.6809335,1, -73.7398433,1.0,0.0
"(40.6809351, -73.7357295)",40.6809351,4, -73.7357295,0.0,0.0
"(40.6809355, -73.8462684)",40.6809355,1, -73.8462684,0.0,0.0
"(40.6809447, -73.7257532)",40.6809447,2, -73.7257532,0.0,0.0
"(40.6809467, -73.792241)",40.6809467,1, -73.792241,0.0,0.0
"(40.6809468, -73.8839703)",40.6809468,5, -73.8839703,0.0,0.0
"(40.6809485, -73.9070198)",40.6809485,15, -73.9070198,8.0,0.0
"(40.6809568, -73.9676774)",40.6809568,29, -73.9676774,7.0,0.0
"(40.6809636, -73.7735648)",40.6809636,19, -73.7735648,6.0,0.0
"(40.6809637, -73.9376442)",40.6809637,26, -73.9376442,2.0,0.0
"(40.6809706, -73.8914984)",40.6809706,9, -73.8914984,5.0,0.0
"(40.6809794, -73.9113751)",40.6809794,23, -73.9113751,10.0,0.0
"(40.6809829, -73.8185317)",40.6809829,1, -73.8185317,0.0,0.0
"(40.6809942, -74.0044743)",40.6809942,17, -74.0044743,0.0,0.0
"(40.6809944, -73.7550796)",40.6809944,2, -73.7550796,0.0,0.0
"(40.6810063, -73.812561)",40.6810063,14, -73.812561,6.0,0.0
"(40.6810065, -73.8195664)",40.6810065,10, -73.8195664,2.0,0.0
"(40.6810072, -73.9861047)",40.6810072,7, -73.9861047,2.0,0.0
"(40.6810082, -73.9758184)",40.6810082,1, -73.9758184,0.0,0.0
"(40.6810184, -73.7586453)",40.6810184,9, -73.7586453,0.0,0.0
"(40.6810302, -73.8334653)",40.6810302,1, -73.8334653,0.0,0.0
"(40.6810308, -73.7428534)",40.6810308,6, -73.7428534,2.0,0.0
"(40.6810313, -73.7275411)",40.6810313,2, -73.7275411,1.0,0.0
"(40.6810362, -73.7770186)",40.6810362,1, -73.7770186,0.0,0.0
"(40.6810463, -73.9434489)",40.6810463,19, -73.9434489,3.0,0.0
"(40.6810466, -73.8493003)",40.6810466,19, -73.8493003,3.0,0.0
"(40.6810571, -74.0085521)",40.6810571,4, -74.0085521,1.0,0.0
"(40.6810601, -73.996528)",40.6810601,22, -73.996528,4.0,0.0
"(40.6810636, -73.8263661)",40.6810636,7, -73.8263661,1.0,0.0
"(40.6810711, -73.9497151)",40.6810711,38, -73.9497151,14.0,0.0
"(40.6810716, -73.977293)",40.6810716,1, -73.977293,0.0,0.0
"(40.6810756, -73.8811001)",40.6810756,12, -73.8811001,1.0,0.0
"(40.6810813, -73.8404669)",40.6810813,16, -73.8404669,3.0,0.0
"(40.6810858, -73.8830326)",40.6810858,19, -73.8830326,5.0,0.0
"(40.6810893, -73.8463329)",40.6810893,25, -73.8463329,6.0,0.0
"(40.681091, -73.9033745)",40.681091,45, -73.9033745,4.0,0.0
"(40.681095, -73.8735864)",40.681095,43, -73.8735864,30.0,0.0
"(40.6811015, -73.9168299)",40.6811015,9, -73.9168299,7.0,0.0
"(40.6811039, -74.00583)",40.6811039,13, -74.00583,3.0,0.0
"(40.6811115, -73.761176)",40.6811115,29, -73.761176,4.0,0.0
"(40.681114, -73.8637868)",40.681114,4, -73.8637868,1.0,0.0
"(40.6811159, -73.8776389)",40.6811159,16, -73.8776389,2.0,0.0
"(40.6811164, -73.798139)",40.6811164,8, -73.798139,2.0,0.0
"(40.6811205, -73.9644216)",40.6811205,159, -73.9644216,54.0,0.0
"(40.6811278, -73.857041)",40.6811278,5, -73.857041,2.0,0.0
"(40.6811367, -73.9556676)",40.6811367,101, -73.9556676,46.0,0.0
"(40.6811413, -73.8636533)",40.6811413,1, -73.8636533,0.0,0.0
"(40.681143, -73.7811861)",40.681143,1, -73.7811861,0.0,0.0
"(40.6811467, -73.8401278)",40.6811467,13, -73.8401278,3.0,0.0
"(40.6811472, -73.7922872)",40.6811472,7, -73.7922872,2.0,0.0
"(40.6811529, -73.9725158)",40.6811529,1, -73.9725158,0.0,0.0
"(40.6811537, -73.8695626)",40.6811537,2, -73.8695626,1.0,0.0
"(40.6811745, -73.8345429)",40.6811745,13, -73.8345429,3.0,0.0
"(40.6811758, -73.7513653)",40.6811758,2, -73.7513653,0.0,0.0
"(40.6812043, -73.7801836)",40.6812043,10, -73.7801836,6.0,0.0
"(40.6812095, -73.7729943)",40.6812095,4, -73.7729943,0.0,0.0
"(40.6812097, -73.9224254)",40.6812097,20, -73.9224254,10.0,0.0
"(40.6812154, -73.9534718)",40.6812154,1, -73.9534718,0.0,0.0
"(40.6812161, -73.9887006)",40.6812161,4, -73.9887006,0.0,0.0
"(40.6812166, -73.8821058)",40.6812166,6, -73.8821058,4.0,0.0
"(40.6812182, -73.7832121)",40.6812182,4, -73.7832121,1.0,0.0
"(40.6812211, -73.9846156)",40.6812211,1, -73.9846156,0.0,0.0
"(40.6812232, -73.9804621)",40.6812232,36, -73.9804621,10.0,0.0
"(40.6812303, -73.7363989)",40.6812303,12, -73.7363989,4.0,0.0
"(40.6812357, -73.9287277)",40.6812357,22, -73.9287277,5.0,0.0
"(40.6812413, -73.8513189)",40.6812413,5, -73.8513189,0.0,0.0
"(40.6812542, -73.9154452)",40.6812542,1, -73.9154452,0.0,0.0
"(40.6812604, -73.8186788)",40.6812604,12, -73.8186788,9.0,0.0
"(40.6812617, -73.7648278)",40.6812617,20, -73.7648278,6.0,0.0
"(40.6812639, -73.839529)",40.6812639,24, -73.839529,6.0,0.0
"(40.6812731, -73.9534826)",40.6812731,1, -73.9534826,0.0,0.0
"(40.6812737, -73.8116157)",40.6812737,22, -73.8116157,9.0,0.0
"(40.6812756, -73.9042467)",40.6812756,3, -73.9042467,0.0,0.0
"(40.6812797, -73.956403)",40.6812797,1, -73.956403,0.0,0.0
"(40.6812847, -73.9087175)",40.6812847,5, -73.9087175,1.0,0.0
"(40.6812855, -73.7697852)",40.6812855,6, -73.7697852,5.0,0.0
"(40.6812881, -73.9754289)",40.6812881,1, -73.9754289,0.0,0.0
"(40.6812884, -73.8393703)",40.6812884,1, -73.8393703,0.0,0.0
"(40.6812897, -73.8484452)",40.6812897,6, -73.8484452,7.0,0.0
"(40.6812904, -73.8621027)",40.6812904,1, -73.8621027,0.0,0.0
"(40.681293, -73.8255543)",40.681293,9, -73.8255543,3.0,0.0
"(40.6812938, -73.89082)",40.6812938,2, -73.89082,0.0,0.0
"(40.6812944, -73.8631194)",40.6812944,15, -73.8631194,5.0,0.0
"(40.6812967, -73.9771631)",40.6812967,1, -73.9771631,0.0,0.0
"(40.6812969, -73.9347127)",40.6812969,26, -73.9347127,16.0,0.0
"(40.6812984, -73.8763478)",40.6812984,7, -73.8763478,0.0,0.0
"(40.6813005, -73.8503994)",40.6813005,1, -73.8503994,1.0,0.0
"(40.6813044, -73.9564463)",40.6813044,2, -73.9564463,0.0,0.0
"(40.6813127, -73.7437176)",40.6813127,3, -73.7437176,0.0,0.0
"(40.6813142, -73.9149224)",40.6813142,1, -73.9149224,0.0,0.0
"(40.6813145, -73.947631)",40.6813145,8, -73.947631,0.0,0.0
"(40.681338, -73.7741368)",40.681338,1, -73.7741368,0.0,0.0
"(40.6813398, -73.9733954)",40.6813398,1, -73.9733954,0.0,0.0
"(40.6813432, -73.9655103)",40.6813432,17, -73.9655103,2.0,0.0
"(40.6813529, -73.8811681)",40.6813529,8, -73.8811681,1.0,1.0
"(40.6813546, -73.8802127)",40.6813546,17, -73.8802127,1.0,0.0
"(40.6813619, -73.7972693)",40.6813619,4, -73.7972693,4.0,0.0
"(40.6813629, -73.765992)",40.6813629,3, -73.765992,0.0,0.0
"(40.6813655, -73.8561968)",40.6813655,3, -73.8561968,0.0,0.0
"(40.6813658, -73.7917421)",40.6813658,1, -73.7917421,0.0,0.0
"(40.6813685, -73.7917349)",40.6813685,1, -73.7917349,0.0,0.0
"(40.6813715, -73.9406183)",40.6813715,15, -73.9406183,3.0,0.0
"(40.6813733, -73.890654)",40.6813733,6, -73.890654,3.0,0.0
"(40.6813773, -73.9077727)",40.6813773,7, -73.9077727,0.0,0.0
"(40.6813829, -73.953515)",40.6813829,34, -73.953515,3.0,1.0
"(40.6813845, -73.8474752)",40.6813845,17, -73.8474752,4.0,0.0
"(40.6813868, -74.0007319)",40.6813868,2, -74.0007319,0.0,0.0
"(40.6813891, -73.7535494)",40.6813891,5, -73.7535494,0.0,0.0
"(40.6813918, -73.7879599)",40.6813918,4, -73.7879599,0.0,0.0
"(40.6814058, -73.8533304)",40.6814058,6, -73.8533304,0.0,0.0
"(40.6814097, -73.9141759)",40.6814097,16, -73.9141759,4.0,0.0
"(40.6814122, -73.8725294)",40.6814122,9, -73.8725294,2.0,0.0
"(40.6814203, -73.8336698)",40.6814203,18, -73.8336698,7.0,0.0
"(40.6814249, -73.9912964)",40.6814249,15, -73.9912964,3.0,0.0
"(40.6814352, -73.9614253)",40.6814352,13, -73.9614253,4.0,0.0
"(40.6814383, -73.8386489)",40.6814383,14, -73.8386489,4.0,0.0
"(40.6814484, -73.9464375)",40.6814484,21, -73.9464375,4.0,0.0
"(40.6814636, -74.0006959)",40.6814636,3, -74.0006959,0.0,0.0
"(40.6814832, -73.9573511)",40.6814832,36, -73.9573511,9.0,0.0
"(40.6814837, -73.8802449)",40.6814837,13, -73.8802449,1.0,0.0
"(40.6814845, -73.8504783)",40.6814845,3, -73.8504783,3.0,0.0
"(40.681486, -73.9770225)",40.681486,50, -73.9770225,17.0,0.0
"(40.6814864, -73.8750422)",40.6814864,4, -73.8750422,0.0,0.0
"(40.6814866, -73.8478679)",40.6814866,4, -73.8478679,3.0,0.0
"(40.6814906, -73.7522583)",40.6814906,5, -73.7522583,0.0,0.0
"(40.6814909, -73.7723227)",40.6814909,5, -73.7723227,4.0,0.0
"(40.6814962, -74.0092011)",40.6814962,1, -74.0092011,0.0,0.0
"(40.6814974, -73.8158046)",40.6814974,8, -73.8158046,8.0,0.0
"(40.6814991, -73.7793353)",40.6814991,5, -73.7793353,5.0,0.0
"(40.6815047, -73.9742282)",40.6815047,34, -73.9742282,7.0,0.0
"(40.681506, -73.8178092)",40.681506,7, -73.8178092,1.0,0.0
"(40.6815138, -73.7579873)",40.6815138,3, -73.7579873,0.0,0.0
"(40.6815143, -73.9041166)",40.6815143,11, -73.9041166,1.0,0.0
"(40.681518, -73.919721)",40.681518,16, -73.919721,7.0,0.0
"(40.6815201, -73.9832635)",40.6815201,34, -73.9832635,6.0,0.0
"(40.681525, -73.8247244)",40.681525,14, -73.8247244,7.0,0.0
"(40.6815318, -73.7535129)",40.6815318,1, -73.7535129,0.0,0.0
"(40.6815439, -73.8106703)",40.6815439,16, -73.8106703,12.0,0.0
"(40.6815541, -73.8622427)",40.6815541,5, -73.8622427,1.0,0.0
"(40.6815658, -73.9665738)",40.6815658,48, -73.9665738,14.0,0.0
"(40.6815661, -73.8943133)",40.6815661,39, -73.8943133,29.0,0.0
"(40.6815715, -73.9257853)",40.6815715,25, -73.9257853,15.0,0.0
"(40.6815715, -73.9454459)",40.6815715,1, -73.9454459,0.0,0.0
"(40.6815733, -73.896253)",40.6815733,2, -73.896253,0.0,0.0
"(40.6815787, -73.7654756)",40.6815787,17, -73.7654756,5.0,0.0
"(40.6815795, -73.8475793)",40.6815795,2, -73.8475793,1.0,0.0
"(40.6815919, -73.7445819)",40.6815919,4, -73.7445819,2.0,0.0
"(40.6815924, -74.0079248)",40.6815924,7, -74.0079248,1.0,0.0
"(40.681595, -73.8034664)",40.681595,5, -73.8034664,0.0,0.0
"(40.681606, -73.8553526)",40.681606,8, -73.8553526,6.0,0.0
"(40.6816079, -73.7493555)",40.6816079,2, -73.7493555,0.0,0.0
"(40.681611, -73.7546411)",40.681611,5, -73.7546411,0.0,0.0
"(40.6816129, -73.796396)",40.6816129,8, -73.796396,3.0,0.0
"(40.6816164, -73.77896)",40.6816164,5, -73.77896,4.0,0.0
"(40.6816164, -73.9708246)",40.6816164,9, -73.9708246,2.0,0.0
"(40.6816173, -73.9985182)",40.6816173,13, -73.9985182,3.0,0.0
"(40.6816345, -73.9513227)",40.6816345,13, -73.9513227,3.0,0.0
